article_name,country,revision_id,population,article_quality_est
Bir I of Kanem,Chad,355319463,16877000,Stub
Abdullah II of Kanem,Chad,498683267,16877000,Stub
Salmama II of Kanem,Chad,565745353,16877000,Stub
Kuri I of Kanem,Chad,565745365,16877000,Stub
Mohammed I of Kanem,Chad,565745375,16877000,Stub
Kuri II of Kanem,Chad,669719757,16877000,Stub
Bir II of Kanem,Chad,670893206,16877000,Stub
Mahamat Hissene,Chad,693055898,16877000,Stub
Othman I,Chad,705432607,16877000,Stub
Alphonse Kotiga,Chad,707593108,16877000,Stub
Oueddei Kichidemi,Chad,708346649,16877000,Start
Dunama I,Chad,710675092,16877000,Stub
Ahmad (Kanem-Bornu king),Chad,711388267,16877000,Stub
Djibrine Kerallah,Chad,712971263,16877000,Stub
Maurice Ngangtar,Chad,712971315,16877000,Stub
Idriss Miskine,Chad,712971738,16877000,Stub
Laoukein Kourayo Médard,Chad,716886170,16877000,Stub
Nadji Madou,Chad,716886788,16877000,Stub
Noël Milarew Odingar,Chad,716891799,16877000,Start
Yaya Dillo Djérou,Chad,717733209,16877000,Stub
Acheikh Ibn-Oumar,Chad,719821590,16877000,Start
Quatre Sou Quatre,Chad,720066754,16877000,Stub
Ali Gazi,Chad,722563340,16877000,Stub
Mahamat Djarma Khatir,Chad,725132042,16877000,Stub
Dunama IX Lefiami,Chad,731749611,16877000,Stub
Dawud of Kanem,Chad,736550266,16877000,Stub
Ahmed Koulamallah,Chad,738855197,16877000,Start
Abbo Nassour,Chad,741369486,16877000,C
Abdel Kader Baba-Laddé,Chad,742213176,16877000,Stub
Hummay,Chad,747271475,16877000,Stub
Ngarlejy Yorongar,Chad,751304544,16877000,C
Saleh Kezabo,Chad,751380073,16877000,Stub
Bourkou Louise Kabo,Chad,757072468,16877000,Start
Brahim Koulamallah,Chad,757802238,16877000,Stub
Saadie Goukouni Weddeye,Chad,757842614,16877000,Start
Mahamoud Adam Béchir,Chad,762579466,16877000,Start
Djidingar Dono Ngardoum,Chad,764133533,16877000,Stub
Youssouf Saleh Abbas,Chad,771052289,16877000,C
Koibla Djimasta,Chad,774223245,16877000,Start
Nassour Guelendouksia Ouaido,Chad,774223248,16877000,C
Joseph Brahim Seid,Chad,777478442,16877000,Stub
Joseph Yodoyman,Chad,777550078,16877000,Start
Antoine Bangui,Chad,782638002,16877000,Start
Ibrahim IV of Bornu,Chad,785614014,16877000,Stub
Hadjé Halimé,Chad,786449636,16877000,C
Youssouf Togoïmi,Chad,787390241,16877000,Start
Adoum Younousmi,Chad,787719236,16877000,Start
François Tombalbaye,Chad,787738541,16877000,C
Ahmat Hassaballah Soubiane,Chad,787910771,16877000,Stub
Ahmad Allam-Mi,Chad,787921293,16877000,Start
Laotegguelnodji Koumtog,Chad,788009613,16877000,Stub
Mahamat Ali Adoum,Chad,788014671,16877000,Start
Mahamat Saleh Annadif,Chad,788658822,16877000,Start
Mohamed Bechir-Sow,Chad,788827248,16877000,Stub
Gontchomé Sahoulba,Chad,788828388,16877000,Start
Gabriel Lisette,Chad,788828519,16877000,Start
Ali II of Bornu,Chad,788999424,16877000,Stub
Arabi El Goni,Chad,789126126,16877000,Stub
Dunama Dabbalemi,Chad,789935196,16877000,Start
Idris Alooma,Chad,792734868,16877000,Start
Mahamat Nouri,Chad,792954115,16877000,B
Idriss Ndele Moussa,Chad,796654025,16877000,Stub
Mbaydoum Simeon,Chad,796690873,16877000,Stub
Ngarindo Milengar,Chad,796700718,16877000,Stub
List of Prime Ministers of Chad,Chad,797747674,16877000,Start
Idriss Déby,Chad,798286150,16877000,C
Saleh Kebzabo,Chad,798626040,16877000,C
Moussa Faki,Chad,799043301,16877000,C
Kalzeubet Pahimi Deubet,Chad,799413193,16877000,Stub
Haroun Kabadi,Chad,799447895,16877000,Start
Nagoum Yamassoum,Chad,799447995,16877000,Start
Outel Bono,Chad,799448338,16877000,Start
Ahmat Acyl,Chad,799902492,16877000,C
Djimrangar Dadnadji,Chad,800133552,16877000,Start
Delwa Kassiré Koumakoye,Chad,801029539,16877000,C
Fidèle Moungar,Chad,801192255,16877000,C
Jean Alingué Bawoyeu,Chad,801192303,16877000,B
Emmanuel Nadingar,Chad,801573576,16877000,C
Roger Djikisna,Chad,801583221,16877000,Stub
Firmin Djidingar,Chad,801583260,16877000,Stub
Idris I of Kanem,Chad,802874918,16877000,Stub
Vice President of Chad,Chad,803166509,16877000,Stub
Hissène Habré,Chad,803166806,16877000,GA
Negue Djogo,Chad,803166989,16877000,Start
Wadel Abdelkader Kamougué,Chad,803167152,16877000,C
Félix Malloum,Chad,803167336,16877000,Start
Lol Mahamat Choua,Chad,803167424,16877000,C
Goukouni Oueddei,Chad,803167990,16877000,C
Albert Pahimi Padacké,Chad,803433107,16877000,C
List of heads of state of Chad,Chad,803812011,16877000,Start
Elise Loum,Chad,804773540,16877000,Start
Agnes Allafi,Chad,805493169,16877000,Start
Christine Georges Diguibaye,Chad,806337653,16877000,Stub
Pascal Yoadimnadji,Chad,806508985,16877000,Start
Aissa Koli,Chad,806616268,16877000,Start
Omar I of Kanem,Chad,807425129,16877000,Start
Information Minister of the Palestinian National Authority,Palestinian Territory,393276188,5008000,Stub
Finance Minister of the Palestinian National Authority,Palestinian Territory,596181202,5008000,Start
Planning Minister of the Palestinian National Authority,Palestinian Territory,633612729,5008000,Start
Hossam Arafat (politician),Palestinian Territory,680933208,5008000,Stub
Tawfik Tirawi,Palestinian Territory,701106976,5008000,Start
Isam al-Qadi,Palestinian Territory,706650943,5008000,Stub
Hussein al-Araj,Palestinian Territory,707669406,5008000,Stub
Mohammad Barghouti,Palestinian Territory,708269321,5008000,Stub
Ahmed Khalidi,Palestinian Territory,708495719,5008000,Stub
Health Minister of the Palestinian National Authority,Palestinian Territory,708817890,5008000,Stub
Qais Abd al-Karim,Palestinian Territory,709529097,5008000,Stub
Mahmoud Aloul,Palestinian Territory,709567584,5008000,Stub
Victor Batarseh,Palestinian Territory,709994434,5008000,Stub
Hanna Nasser (academic),Palestinian Territory,710133339,5008000,Start
Anastas Hanania,Palestinian Territory,710390049,5008000,Start
Joudeh George Murqos,Palestinian Territory,710676772,5008000,Stub
Ali al-Sartawi,Palestinian Territory,710990363,5008000,Stub
Jamal Tirawi,Palestinian Territory,712310215,5008000,Start
Samir Abu Eisheh,Palestinian Territory,713203735,5008000,Stub
Sami Taha,Palestinian Territory,713505054,5008000,Start
Ayyub Musallam,Palestinian Territory,714176771,5008000,Stub
Hajj Essa Hamed,Palestinian Territory,714181175,5008000,Start
Hasan Tahboub,Palestinian Territory,714208891,5008000,Stub
Hanna Nasser,Palestinian Territory,714586856,5008000,Stub
Ghazi Hanania,Palestinian Territory,715125381,5008000,Stub
Amin Abd al-Hadi,Palestinian Territory,716425885,5008000,Stub
Samir Hulileh,Palestinian Territory,717174805,5008000,Start
Hatem Qafisha,Palestinian Territory,717350346,5008000,Stub
Nayef Rajoub,Palestinian Territory,717907429,5008000,Stub
Ghassan Shakaa,Palestinian Territory,720225559,5008000,Stub
Salim Zanoun,Palestinian Territory,720541817,5008000,Stub
Ahmad Bahar (Palestinian politician),Palestinian Territory,725592476,5008000,Stub
Umm Nidal,Palestinian Territory,729635985,5008000,C
Aref al-Dajani,Palestinian Territory,730565205,5008000,Start
Faed Mustafa,Palestinian Territory,730612889,5008000,Stub
Interior Minister of the Palestinian National Authority,Palestinian Territory,734366909,5008000,B
Samiha Khalil,Palestinian Territory,737316891,5008000,Start
Imil Jarjoui,Palestinian Territory,738485209,5008000,Stub
Abu Zakaria al-Jamal,Palestinian Territory,740251014,5008000,Stub
Mustafa al-Khalidi,Palestinian Territory,740562507,5008000,Stub
Samir Ghawshah,Palestinian Territory,741240899,5008000,Start
Fuad Kokaly,Palestinian Territory,742810698,5008000,Stub
Janet Mikhail,Palestinian Territory,742930612,5008000,Stub
Hind Khoury,Palestinian Territory,744229617,5008000,Stub
Saloum Cohen,Palestinian Territory,744680083,5008000,Stub
Ahmed Majdalani,Palestinian Territory,745445418,5008000,Start
Faidi al-Alami,Palestinian Territory,746561126,5008000,Stub
Arafat scarf,Palestinian Territory,752269980,5008000,Stub
Zuhir al-Qaisi,Palestinian Territory,754951299,5008000,C
Mohammed Shabir,Palestinian Territory,754960024,5008000,Start
Said Seyam,Palestinian Territory,755358806,5008000,C
Atef Adwan,Palestinian Territory,756834998,5008000,Start
Moussa Arafat,Palestinian Territory,756836183,5008000,Start
Khouloud Daibes,Palestinian Territory,757565638,5008000,Start
Nahid al-Rayyis,Palestinian Territory,759387598,5008000,Start
Rawhi Fattouh,Palestinian Territory,760357919,5008000,Start
Wasfi Kabha,Palestinian Territory,760375386,5008000,Stub
Omar Hammayil,Palestinian Territory,760380012,5008000,Stub
Mohammed Milhim,Palestinian Territory,760380700,5008000,Stub
Faisal Husseini,Palestinian Territory,765742925,5008000,Start
Haidar Abdel-Shafi,Palestinian Territory,766784372,5008000,Start
Nasser al-Shaer,Palestinian Territory,766840809,5008000,Start
Omar Abd al-Razaq,Palestinian Territory,766847361,5008000,Stub
Adnan al-Husayni,Palestinian Territory,767482479,5008000,Stub
Ziad Abu Amr,Palestinian Territory,767881055,5008000,Start
Ziad Abuzayyad,Palestinian Territory,768374386,5008000,Start
Azzam al-Ahmad,Palestinian Territory,769135700,5008000,Stub
Leila Shahid,Palestinian Territory,769328020,5008000,Start
Sharm El Sheikh Memorandum,Palestinian Territory,771217707,5008000,Start
Hussein al-Husayni,Palestinian Territory,773002344,5008000,Start
Riyad al-Maliki,Palestinian Territory,773227993,5008000,Start
Yasser Abed Rabbo,Palestinian Territory,774821388,5008000,C
Isra al-Modallal,Palestinian Territory,775535912,5008000,Start
Jamal Abu Samhadana,Palestinian Territory,775898615,5008000,C
Sufian Abu Zaida,Palestinian Territory,776289919,5008000,Start
Taysir Khalid,Palestinian Territory,776386870,5008000,Stub
Ibrahim Nassar,Palestinian Territory,776831011,5008000,Start
Anwar Khatib,Palestinian Territory,777026878,5008000,Start
Jamil Majdalawi,Palestinian Territory,779034357,5008000,Stub
Foreign Affairs Minister of the Palestinian National Authority,Palestinian Territory,779105366,5008000,Start
Rabiha Diab,Palestinian Territory,779367907,5008000,Stub
Ahmed Hilmi Pasha,Palestinian Territory,782105397,5008000,C
Majida Al-Masri,Palestinian Territory,783041670,5008000,Stub
Emil Ghuri,Palestinian Territory,784373796,5008000,Stub
Ali Jarbawi,Palestinian Territory,784662302,5008000,Start
Jamal al-Jamal,Palestinian Territory,784977752,5008000,Start
Jamal al-Husayni,Palestinian Territory,785938135,5008000,B
Musa al-Husayni,Palestinian Territory,785938199,5008000,B
Salim al-Husayni,Palestinian Territory,785938222,5008000,Stub
Mustafa Barghouti,Palestinian Territory,787198183,5008000,C
Abdel Hafiz Nofal,Palestinian Territory,787385830,5008000,Start
Zaki al-Ghul,Palestinian Territory,787447130,5008000,Stub
Oslo I Accord,Palestinian Territory,787453135,5008000,C
Adly Yaish,Palestinian Territory,787691185,5008000,Stub
Intissar al-Wazir,Palestinian Territory,788004334,5008000,Start
Muhammad Abu Tir,Palestinian Territory,788019130,5008000,C
"Palestinian general election, 1996",Palestinian Territory,788023506,5008000,C
Protocol Concerning the Redeployment in Hebron,Palestinian Territory,788026998,5008000,C
Yousef al-Khalidi,Palestinian Territory,788159128,5008000,Stub
List of mayors of Nablus,Palestinian Territory,788189214,5008000,Stub
Khalil al-Hayya,Palestinian Territory,788437086,5008000,Stub
President of the Palestinian National Authority,Palestinian Territory,788509815,5008000,B
Fathi Ahmad Hammad,Palestinian Territory,788591724,5008000,Stub
Abdullah Rimawi,Palestinian Territory,788953220,5008000,GA
Yahya Hammuda,Palestinian Territory,788988278,5008000,Stub
Hani al-Hassan,Palestinian Territory,789228790,5008000,Start
Bashir Barghouti,Palestinian Territory,790695172,5008000,Start
Bassam as-Salhi,Palestinian Territory,790721748,5008000,Stub
Khalida Jarrar,Palestinian Territory,791881528,5008000,GA
Kamel al-Budeiri,Palestinian Territory,792611747,5008000,Start
Zuheir Mohsen,Palestinian Territory,792615206,5008000,C
Abdel-Razak al-Yehiyeh,Palestinian Territory,793718428,5008000,Start
Abu Ali Mustafa,Palestinian Territory,794170874,5008000,Start
Salah Khalaf,Palestinian Territory,794482018,5008000,C
Kamal Nasser,Palestinian Territory,795004000,5008000,Start
Current members of Palestinian Legislative Council,Palestinian Territory,795648388,5008000,Start
Fathi Hamad,Palestinian Territory,796124047,5008000,Start
Musa Alami,Palestinian Territory,796697881,5008000,C
Palestinian Declaration of Independence,Palestinian Territory,796911861,5008000,C
Ahmad Kurd,Palestinian Territory,796924085,5008000,Stub
Amin al-Majaj,Palestinian Territory,796961464,5008000,Start
Aziz Duwaik,Palestinian Territory,797021613,5008000,C
Ahmed Yassin,Palestinian Territory,797122322,5008000,GA
Hanan Ashrawi,Palestinian Territory,797806716,5008000,C
Cause of Yasser Arafat's death,Palestinian Territory,798100387,5008000,B
Kassim Al-Rimawi,Palestinian Territory,798262559,5008000,Start
Ibrahim Abu-Lughod,Palestinian Territory,798282902,5008000,C
Islah Jad,Palestinian Territory,798331360,5008000,Start
Issam Sartawi,Palestinian Territory,798732432,5008000,C
Marwan Barghouti,Palestinian Territory,798913975,5008000,GA
Mohammad Shtayyeh,Palestinian Territory,799023109,5008000,C
Mohammed Dahlan,Palestinian Territory,799023535,5008000,C
Nabil Shaath,Palestinian Territory,799072017,5008000,Start
Nabeel Kassis,Palestinian Territory,799209138,5008000,Start
Mahmoud al-Mabhouh,Palestinian Territory,799802471,5008000,GA
Qadura Fares,Palestinian Territory,799858795,5008000,Stub
Leila Khaled,Palestinian Territory,800067783,5008000,C
Muhammad Nimr al-Hawari,Palestinian Territory,800264686,5008000,C
Wadie Haddad,Palestinian Territory,800268417,5008000,Start
Munib al-Masri,Palestinian Territory,800663648,5008000,C
Suha Arafat,Palestinian Territory,800718761,5008000,C
Taba Summit,Palestinian Territory,800748567,5008000,C
Sari Nusseibeh,Palestinian Territory,800949001,5008000,C
Education Minister of the Palestinian National Authority,Palestinian Territory,801102332,5008000,Start
Yaqub al-Ghusayn,Palestinian Territory,801214518,5008000,Start
Khaled Mashal,Palestinian Territory,801299475,5008000,C
Ziad Abu Ein,Palestinian Territory,801335922,5008000,C
Zuhdi Labib Terzi,Palestinian Territory,801507800,5008000,Start
Raghib al-Nashashibi,Palestinian Territory,801867039,5008000,Start
Jamila Abdallah Taha al-Shanti,Palestinian Territory,802082257,5008000,Stub
Jibril Rajoub,Palestinian Territory,802302873,5008000,C
Abdelrahman al-Dajani,Palestinian Territory,802436402,5008000,Stub
Ahmad Agha Duzdar,Palestinian Territory,802436510,5008000,Stub
Musa al-Alami (mayor of Jerusalem),Palestinian Territory,802436655,5008000,Stub
Hussam ad-Din Jarallah,Palestinian Territory,802438226,5008000,Start
As'ad Shukeiri,Palestinian Territory,802444446,5008000,Stub
Eyad al-Sarraj,Palestinian Territory,802495061,5008000,Start
Abdel Aziz al-Rantisi,Palestinian Territory,802598153,5008000,C
Fatima Bernawi,Palestinian Territory,802835604,5008000,Start
Ahmad Sa'adat,Palestinian Territory,802968215,5008000,C
Salah Shehade,Palestinian Territory,803242304,5008000,C
Mahmoud Abbas,Palestinian Territory,803433440,5008000,B
Yasser Arafat,Palestinian Territory,804075706,5008000,FA
Ahmad Shukeiri,Palestinian Territory,804132518,5008000,Start
10 agorot controversy,Palestinian Territory,804292510,5008000,Start
2000 Camp David Summit,Palestinian Territory,804914588,5008000,B
Amin al-Husseini,Palestinian Territory,804940228,5008000,B
Adel Zawati,Palestinian Territory,804957442,5008000,Start
Omar Barghouti,Palestinian Territory,805306238,5008000,C
Arab Money,Palestinian Territory,805321868,5008000,C
Ghassan Khatib,Palestinian Territory,805441005,5008000,Start
Ahmad Toukan,Palestinian Territory,805811873,5008000,Start
Khalil al-Wazir,Palestinian Territory,806359448,5008000,B
Ismail Haniyeh,Palestinian Territory,806939531,5008000,C
Nizar Rayan,Palestinian Territory,807364845,5008000,GA
Haifa al-Agha,Palestinian Territory,807439836,5008000,Stub
Mahmoud al-Zahar,Palestinian Territory,807444564,5008000,C
Hakam Balawi,Palestinian Territory,807459429,5008000,Start
Yunis Al Astal,Palestinian Territory,807462818,5008000,Start
Yos Por,Cambodia,393822005,15497000,Stub
Than Sina,Cambodia,671073599,15497000,Stub
Ieu Pannakar,Cambodia,712085445,15497000,Stub
Taing Sunlay,Cambodia,713507166,15497000,Stub
Dul Koeun,Cambodia,714524609,15497000,Stub
Ly Kim Leang,Cambodia,714524624,15497000,Stub
Chhor Leang Huot,Cambodia,714524714,15497000,Stub
Thak Lany,Cambodia,714524870,15497000,Stub
Sok San,Cambodia,714525029,15497000,Stub
Tep Ngorn,Cambodia,714528164,15497000,Stub
Chan Cheng,Cambodia,714528251,15497000,Stub
Nhim Vanda,Cambodia,714528803,15497000,Stub
Pen Panha,Cambodia,714528886,15497000,Stub
Sieng Nam,Cambodia,714529109,15497000,Stub
So Khun,Cambodia,714529370,15497000,Stub
Nou Sam,Cambodia,714529507,15497000,Stub
Rath Sarem,Cambodia,716812326,15497000,Stub
Kong Vibol,Cambodia,726543264,15497000,Stub
Monh Saphan,Cambodia,726543284,15497000,Stub
Uk Rabun,Cambodia,726543336,15497000,Stub
Ay Khorn,Cambodia,726543872,15497000,Stub
Oung Ouen,Cambodia,726688556,15497000,Stub
List of Deputy Prime Ministers of Cambodia,Cambodia,730617957,15497000,Stub
Cambodian People's Party–FUNCINPEC coalition agreement,Cambodia,732331264,15497000,Stub
Chuop Hell,Cambodia,735512767,15497000,Stub
Kong Korm,Cambodia,736093077,15497000,Stub
Chan Nak,Cambodia,736538934,15497000,Stub
Huy Kanthoul,Cambodia,736539294,15497000,Stub
Vorn Vet,Cambodia,736715950,15497000,Stub
Yat Hwaidi,Cambodia,737025619,15497000,Stub
Khim Tit,Cambodia,737804996,15497000,Stub
Son Chhay,Cambodia,738180794,15497000,Start
Kep Chuktema,Cambodia,738478052,15497000,Start
Nuth Rumduol,Cambodia,738512371,15497000,Stub
Khieu Thavika,Cambodia,738804016,15497000,Stub
Norodom Phurissara,Cambodia,738987957,15497000,Start
Daran Kravanh,Cambodia,738989624,15497000,Stub
Sisowath Monireth,Cambodia,738992094,15497000,Start
Sisowath Youtevong,Cambodia,738992441,15497000,Stub
Ou Chanrith,Cambodia,739217591,15497000,Stub
Yem Ponhearith,Cambodia,741680078,15497000,Stub
Chrea Sochenda,Cambodia,741923960,15497000,Stub
Vong Kan,Cambodia,742006559,15497000,Stub
Yos Son,Cambodia,742067282,15497000,Stub
Hun Many,Cambodia,744291790,15497000,Stub
Chhean Vam,Cambodia,747052284,15497000,Stub
Oum Chheang Sun,Cambodia,747052769,15497000,Stub
Norodom Kantol,Cambodia,747053219,15497000,Stub
Khieu Rada,Cambodia,747555899,15497000,Start
Ieu Koeus,Cambodia,747628491,15497000,Stub
Cheng Heng,Cambodia,747784875,15497000,Start
Mok Mareth,Cambodia,747945224,15497000,Start
Kieng Vang,Cambodia,748137241,15497000,Stub
Sisowath Watchayavong,Cambodia,748488170,15497000,Stub
Sokhom So,Cambodia,749156496,15497000,Stub
Min Sean,Cambodia,749304614,15497000,Stub
Y Chhean,Cambodia,749338398,15497000,Stub
Poa Bun Sreu,Cambodia,749357713,15497000,Stub
Toan Vanthara,Cambodia,749387326,15497000,Stub
Sok Soty,Cambodia,749388858,15497000,Stub
Pal Sam Oeun,Cambodia,749396845,15497000,Stub
Ngor Sovann,Cambodia,749470256,15497000,Stub
Kea Sahorn,Cambodia,749510551,15497000,Stub
Suos Kanan,Cambodia,749517390,15497000,Stub
Im Chhun Lim,Cambodia,749537624,15497000,Stub
Tram Iv Teuk,Cambodia,749537772,15497000,Stub
Hem Khorn,Cambodia,749561164,15497000,Stub
Um Nhanh,Cambodia,749569686,15497000,Stub
Poa Try,Cambodia,749570183,15497000,Stub
Yim Chhaily,Cambodia,749683882,15497000,Stub
Ith Prang,Cambodia,749704384,15497000,Stub
Try Chheang Huot,Cambodia,749710492,15497000,Stub
Suk Sam Eng,Cambodia,749945690,15497000,Stub
Nim Thot,Cambodia,749967879,15497000,Stub
Ngin Khorn,Cambodia,749970189,15497000,Stub
Sorn Inthor,Cambodia,749977252,15497000,Stub
You Hockry,Cambodia,750055098,15497000,Stub
Samrith Pech,Cambodia,750074445,15497000,Stub
Un Neung,Cambodia,750077042,15497000,Stub
Bou Thang,Cambodia,750179637,15497000,Stub
Peter Khoy Saukam,Cambodia,751227068,15497000,Start
Tuot Saron,Cambodia,752967379,15497000,Start
Phoeurng Sackona,Cambodia,752979708,15497000,Stub
Nhek Bun Chhay,Cambodia,753086260,15497000,Stub
Cheam Yeab,Cambodia,753684881,15497000,Stub
Chea Poch,Cambodia,753689952,15497000,Stub
Chin Bun Sean,Cambodia,753692176,15497000,Stub
Chhim Siek Leng,Cambodia,753695057,15497000,Stub
Chea Soth,Cambodia,753711610,15497000,Stub
Ke Pauk,Cambodia,754318281,15497000,Stub
Kong Sam Ol,Cambodia,754944744,15497000,Stub
Pho Proeung,Cambodia,755504987,15497000,Stub
San Yun,Cambodia,756129985,15497000,Stub
Tiv Ol,Cambodia,756722795,15497000,Start
Son Ngoc Thanh,Cambodia,758665997,15497000,C
Monovithya Kem,Cambodia,759510662,15497000,Stub
Mom Chim Huy,Cambodia,761412104,15497000,Stub
Norodom Norindeth,Cambodia,761941416,15497000,Start
Hem Heng,Cambodia,763098565,15497000,Start
Chum Bunrong,Cambodia,763098588,15497000,Stub
Duong Vanna,Cambodia,763316692,15497000,Stub
Chhay Tan,Cambodia,763968613,15497000,Stub
Keat Chhon,Cambodia,765244120,15497000,Stub
Ang Vong Vathana,Cambodia,765375452,15497000,Stub
Keo Remy,Cambodia,766576352,15497000,Stub
Sun Chanthol,Cambodia,766834612,15497000,Start
Khieu Kanharith,Cambodia,766836319,15497000,Stub
Chay Saing Yun,Cambodia,767217618,15497000,Stub
Ek Sam Ol,Cambodia,767218020,15497000,Stub
Ouk Rabun,Cambodia,767867369,15497000,Stub
Hun Phoeung,Cambodia,768488633,15497000,Stub
Nguon Nhel,Cambodia,769381746,15497000,Stub
Khuon Sodary,Cambodia,769381831,15497000,Stub
Sok Pheng,Cambodia,769447485,15497000,Stub
Say Chhum,Cambodia,769929584,15497000,Stub
Im Sothy,Cambodia,771408501,15497000,Stub
Eng Chhai Eang,Cambodia,773103096,15497000,Stub
Heng Pov,Cambodia,773157273,15497000,Start
Him Chhem,Cambodia,773455924,15497000,Stub
Ho Non,Cambodia,773694865,15497000,Stub
Ho Vann,Cambodia,773695304,15497000,Stub
Hul Savorn,Cambodia,774100291,15497000,Stub
Pol Hom,Cambodia,776153762,15497000,Stub
Thong Khon,Cambodia,777665222,15497000,Stub
Hor Namhong,Cambodia,777765537,15497000,C
Keo Saphal (Siem Reap politician),Cambodia,778675539,15497000,Stub
Keo Saphal (Takeo politician),Cambodia,778675542,15497000,Stub
Khek Vandy,Cambodia,778806364,15497000,Stub
Khun Haing,Cambodia,778825745,15497000,Stub
Khy Taing Lim,Cambodia,778830534,15497000,Stub
Kimsour Phirith,Cambodia,778947267,15497000,Stub
Kuoch Ky,Cambodia,779440080,15497000,Stub
Kuoy Bunroeun,Cambodia,779441002,15497000,Stub
Chou Bun Eng,Cambodia,779541149,15497000,Start
Ke Sovannaroth,Cambodia,779541334,15497000,Stub
Norodom Rattana Devi,Cambodia,779541359,15497000,Stub
Norodom Vichara,Cambodia,779541415,15497000,Stub
Nin Saphon,Cambodia,779541481,15497000,Stub
Tioulong Saumura,Cambodia,779541578,15497000,Start
Som Kimsuor,Cambodia,779541650,15497000,Stub
Suy Sem,Cambodia,780608915,15497000,Stub
Sourn Serey Ratha,Cambodia,780691538,15497000,Stub
Ly Son,Cambodia,782622853,15497000,Stub
Ly Thuch,Cambodia,782622857,15497000,Stub
List of heads of state of Cambodia,Cambodia,782894395,15497000,C
Son Sann,Cambodia,783107330,15497000,C
Mam Bun Neang,Cambodia,783142781,15497000,Stub
Chan Sarun,Cambodia,783239117,15497000,Stub
Mao Monyvann,Cambodia,783294124,15497000,Stub
Men Sam An,Cambodia,784442393,15497000,Stub
Mey Norn,Cambodia,784629286,15497000,Stub
Sok An,Cambodia,784962640,15497000,C
Yem Sambaur,Cambodia,786198076,15497000,Start
Yim Sovann,Cambodia,786409843,15497000,C
Ek Yi Oun,Cambodia,786826707,15497000,Stub
Lu Laysreng,Cambodia,787016670,15497000,Stub
Math Ly,Cambodia,787260537,15497000,Stub
Chem Widhya,Cambodia,787978108,15497000,Start
Pa Socheatvong,Cambodia,788070748,15497000,Stub
Governor of Phnom Penh,Cambodia,788070776,15497000,Stub
Son Sen,Cambodia,788368060,15497000,C
Pen Sovan,Cambodia,788398926,15497000,Start
Sak Sutsakhan,Cambodia,788540352,15497000,C
Amath Yashya,Cambodia,788758065,15497000,Stub
Tong Siv Eng,Cambodia,788799479,15497000,Stub
Norodom Chakrapong,Cambodia,788905950,15497000,GA
Prak Sokhon,Cambodia,790023943,15497000,Start
Khieu Samphan,Cambodia,792012094,15497000,C
Sisowath Sirik Matak,Cambodia,792274582,15497000,C
Sam Sary,Cambodia,792556486,15497000,Start
Tou Samouth,Cambodia,792731504,15497000,Start
Yun Yat,Cambodia,793218721,15497000,Stub
Khieu Ponnary,Cambodia,793723115,15497000,Start
Cham Prasidh,Cambodia,793746447,15497000,Start
Ung Huot,Cambodia,794239262,15497000,Start
Veng Sereyvuth,Cambodia,794714434,15497000,Stub
Ieng Mouly,Cambodia,795214039,15497000,Stub
Pou Sothirak,Cambodia,796696955,15497000,Stub
Chea Sim,Cambodia,797224256,15497000,C
Hu Nim,Cambodia,797444265,15497000,C
Sim Var,Cambodia,797618265,15497000,Start
Bin Chhin,Cambodia,797673057,15497000,Stub
Sim Ka,Cambodia,798039997,15497000,Stub
Hou Yuon,Cambodia,798241496,15497000,C
Phiset Phanit,Cambodia,799124051,15497000,Stub
Norodom Sihanouk,Cambodia,799302232,15497000,FA
Pao Ham Phan,Cambodia,799453681,15497000,Stub
Heng Samrin,Cambodia,799719505,15497000,Start
Kang Kek Iew,Cambodia,799772448,15497000,C
Leng Ngeth,Cambodia,800087187,15497000,Stub
Spouse of the Prime Minister of Cambodia,Cambodia,800348414,15497000,Stub
Nhiek Tioulong,Cambodia,801079233,15497000,Start
Keo Puth Rasmey,Cambodia,801523347,15497000,Stub
Khem Veasna,Cambodia,802456666,15497000,C
Tea Banh,Cambodia,802643748,15497000,Start
Ieng Sary,Cambodia,802839704,15497000,C
Son Ngoc Minh,Cambodia,803084525,15497000,Start
List of monarchs of Cambodia,Cambodia,803230439,15497000,C
Ran Serey Leakhena,Cambodia,803481048,15497000,Stub
Lon Non,Cambodia,803936929,15497000,C
Lon Nil,Cambodia,803936986,15497000,Start
Mu Sochua,Cambodia,804631223,15497000,C
Penn Nouth,Cambodia,804717865,15497000,Start
Hang Chuon Naron,Cambodia,804785628,15497000,Start
Hong Sun Huot,Cambodia,805459200,15497000,Stub
Sam Rainsy,Cambodia,805740662,15497000,C
Nuon Chea,Cambodia,805876135,15497000,C
Kao Kim Hourn,Cambodia,805905770,15497000,B
Ieng Thirith,Cambodia,806833311,15497000,C
Chau Sen Cocsal Chhum,Cambodia,806931313,15497000,C
Sar Kheng,Cambodia,806997998,15497000,GA
Aun Pornmoniroth,Cambodia,807003284,15497000,Start
Lon Nol,Cambodia,807025761,15497000,GA
Robert Douglas Cook,Canada,401577829,38190000,Stub
List of Canadian incumbents by year,Canada,477962574,38190000,Stub
List of 2009 Canadian incumbents,Canada,632008524,38190000,Start
Rossy Barbour,Canada,653527941,38190000,Stub
Les Scheininger,Canada,667821864,38190000,C
Patrick Canning,Canada,667873261,38190000,Start
